Name,Identity,Type,Sex,Eye Color,Hair Color,Appearances,First Appearance,Studio
Burtram Worthington,Earth-616,Bad,Male,Blue,Black,11,1970,Marvel
Elaine McLaughlin,Earth-616,Bad,Female,Green,Red,11,1970,Marvel
Reno Jones,Earth-616,Good,Male,Brown,Black,11,1972,Marvel
Edith Harker,Earth-616,Bad,Female,Brown,Brown,11,1973,Marvel
Alpha,"Mutant,Earth-616",Neutral,Male,Yellow,Bald,11,1974,Marvel
Cagliostro,"O-Bengh,Earth-616",Bad,Male,Brown,Black,11,1974,Marvel
Desmond Drew,Earth-616,Bad,Male,Brown,Black,11,1974,Marvel
Taboo,Earth-616,Bad,Male,Brown,White,11,1974,Marvel
Arisen Tyrk,Earth-616,Bad,Male,White,Black,11,1975,Marvel
Selma Blotte,Earth-616,Bad,Female,Blue,Grey,11,1976,Marvel
Adam II,Earth-616,Bad,Male,Blue,No,11,1977,Marvel
Lyle Dekker,Earth-616,Bad,Male,Blue,Blond,11,1978,Marvel
Marya Maximoff,Earth-616,Good,Female,Brown,Black,11,1979,Marvel
Bradley Kroon,Earth-616,Bad,Male,White,No,11,1980,Marvel
Chandra Ku,Earth-616,Good,Female,Black,Black,11,1980,Marvel
Dolly Donohue,Earth-616,Good,Female,Blue,Grey,11,1980,Marvel
Jasmine,Earth-616,Good,Female,Yellow,Green,11,1980,Marvel
Katherine Blaire,Earth-616,Neutral,Female,Blue,Blond,11,1981,Marvel
Robert Markham,Earth-616,Bad,Male,Brown,Brown,11,1981,Marvel
Larry Ekler,Earth-616,Bad,Male,Brown,Strawberry Blond,11,1982,Marvel
Molly Fitzgerald,Earth-616,Good,Female,Green,Red,11,1982,Marvel
Jefferson Archer,Earth-616,Bad,Male,Red,Black,11,1983,Marvel
Jerome Jaxon,Earth-616,Bad,Male,Blue,Grey,11,1983,Marvel
Sonya Tolsky,Earth-616,Good,Female,Brown,White,11,1983,Marvel
Zardeth,Earth-616,Bad,Male,Yellow,Black,11,1983,Marvel
Cindy Adams,Earth-616,Good,Female,Blue,Black,11,1984,Marvel
Dara,Earth-616,Good,Male,Blue,Black,11,1984,Marvel
Douglas Carmody,Earth-616,Bad,Male,Brown,Grey,11,1984,Marvel
Micah Synn,Earth-616,Bad,Male,Blue,Black,11,1984,Marvel
Nelvanna,Earth-616,Good,Female,Blue,Blond,11,1984,Marvel
Neal Conan,Earth-616,Good,Male,Blue,Blond,11,1985,Marvel
F.R. Crozier,Earth-616,Bad,Male,Blue,White,11,1986,Marvel
Seginn Gallio,Earth-616,Neutral,Male,White,White,11,1987,Marvel
Russell,"Inferno Baby,Earth-616",Bad,Male,Brown,Bald,11,1988,Marvel
Frank Skorina,Earth-616,Bad,Male,Brown,Red,11,1989,Marvel
Thomas Jones,Earth-616,Good,Male,Brown,Brown,11,1989,Marvel
Headhunter,"Mutant,Earth-616",Bad,Female,Red,Red,11,1990,Marvel
Valentin Shatalov,Earth-616,Neutral,Male,Brown,Blue,11,1990,Marvel
Dania,Earth-616,Good,Female,Blue,Blond,11,1991,Marvel
Russ Broxtel,Earth-616,Bad,Male,Brown,Brown,11,1991,Marvel
Analisa Medina,Earth-616,Good,Female,Brown,Black,11,1992,Marvel
Eric Conroy,Earth-616,Bad,Male,Brown,Black,11,1992,Marvel
Jonathan Bryant,"Digitek,Earth-616",Good,Male,Blue,No,11,1992,Marvel
Clifton Joseph,Earth-616,Good,Male,Brown,Black,11,1993,Marvel
Simon Hall,Earth-616,Neutral,Male,Green,Strawberry Blond,11,1993,Marvel
Tim Holloway,Earth-616,Good,Male,Blue,No,11,1993,Marvel
Anton Hellgate,Earth-616,Bad,Male,Green,Red,11,1994,Marvel
Julia Caputo,Earth-616,Good,Female,Blue,Red,11,1994,Marvel
Jesse Thompson,Earth-616,Neutral,Female,Green,Brown,11,1997,Marvel
Todd Fields,Earth-616,Bad,Male,Blue,Brown,11,1997,Marvel
Verminus Rex,Earth-616,Bad,Male,Red,Brown,11,1997,Marvel
Jomo Kimanye,Earth-616,Good,Male,Brown,Black,11,1999,Marvel
Terry Kwan,Earth-616,Neutral,Female,Brown,Black,11,1999,Marvel
Cosmic Man,"Midas,Earth-616",Bad,Male,Blue,No,11,1900,Marvel
Valerie Barnhardt,Earth-616,Neutral,Female,Brown,Black,11,1901,Marvel
Sara Robbins,Earth-616,Neutral,Female,Black,Black,11,1902,Marvel
Hazel Frost,Earth-616,Neutral,Female,Blue,Blond,11,1903,Marvel
Sandra Pierce,Earth-616,Good,Female,Blue,Blond,11,1903,Marvel
Stewart Acheron,Earth-616,Neutral,Male,Blue,Blond,11,1903,Marvel
Armena Ortega,Earth-616,Good,Female,Brown,Brown,11,1904,Marvel
Gina Mulligan,Earth-616,Neutral,Female,Brown,Brown,11,1904,Marvel
Autonomously Decisive Automated Mechanism,Earth-616,Good,Male,Blue,Red,11,1905,Marvel
Flaw,Earth-616,Bad,Male,Green,No,11,1906,Marvel
Navid Hashim,Earth-616,Good,Male,Brown,Brown,11,1906,Marvel
Kruun,Earth-616,Bad,Male,Red,Bald,11,1907,Marvel
Sid Ridley,Earth-616,Good,Male,Blue,Grey,11,1907,Marvel
Deborah Green,Earth-616,Good,Female,Blue,Black,11,1908,Marvel
Randall Crowne,Earth-616,Bad,Male,Brown,Brown,11,1908,Marvel
Zadkiel,Earth-616,Bad,Male,Blue,Blond,11,1909,Marvel
Abira,Earth-616,Good,Female,Red,Red,11,1910,Marvel
Aladi Ko Eke,Earth-616,Neutral,Female,Blue,Brown,11,1910,Marvel
Michel de Nostredame,Earth-616,Good,Male,Blue,Grey,11,1910,Marvel
Phillip Hayes,Earth-616,Bad,Male,Blue,Brown,11,1910,Marvel
Nighteyes,Earth-616,Good,Female,Red,Brown,11,1911,Marvel
Quickshot,Earth-616,Good,Male,Red,Brown,11,1911,Marvel
Tier Sinclair,Earth-616,Good,Male,Red,Brown,11,1911,Marvel
Visigoth,Earth-616,Good,Male,Red,Brown,11,1911,Marvel
Thori,Earth-616,Bad,Male,Red,Grey,11,1912,Marvel
Andrea Benton,Earth-616,Neutral,Female,Purple,Purple,11,1913,Marvel
Charlie Cluster-7,"Cluster,Earth-616",Good,Female,Blue,Black,11,1913,Marvel
Kaelynn Alexander,Earth-616,Good,Female,Blue,Black,11,1913,Marvel
Victoria Murdock,Earth-616,Bad,Female,Brown,Blond,10,1947,Marvel
Arizona Annie,Earth-616,Good,Female,Brown,Brown,10,1948,Marvel
Googam,Earth-616,Bad,Male,Red,No,10,1961,Marvel
Carl Zante,Earth-616,Bad,Male,Brown,Brown,10,1963,Marvel
Scarlet Beetle,Earth-616,Bad,Male,Black,No,10,1963,Marvel
Boris Turgenov,Earth-616,Bad,Male,Blue,Blond,10,1964,Marvel
Zoltan Drago,Earth-616,Bad,Male,Brown,Brown,10,1965,Marvel
August Hopper,Earth-616,Bad,Male,Green,Grey,10,1966,Marvel
John Robert Keane,Earth-616,Bad,Male,Blue,Brown,10,1966,Marvel
Gary Buser,Earth-616,Bad,Male,Brown,Brown,10,1967,Marvel
Lurking Unknown,Earth-616,Bad,Male,Black,Bald,10,1967,Marvel
Karthon,Earth-616,Good,Male,Brown,Black,10,1969,Marvel
Nameless One,"Undying Ones Leader,Earth-616",Bad,Male,Red,No,10,1970,Marvel
William Carver,Earth-616,Good,Male,Brown,White,10,1970,Marvel
Clifton Graves,Earth-616,Bad,Male,Blue,Brown,10,1972,Marvel
Shades,Earth-616,Neutral,Male,Brown,Bald,10,1972,Marvel
Horatio Walters,Earth-616,Bad,Male,Blue,Blond,10,1973,Marvel
Moondark,Earth-616,Bad,Male,Blue,Black,10,1973,Marvel
Grover Raymond,Earth-616,Bad,Male,Brown,Black,10,1974,Marvel
Piranha,Earth-616,Bad,Female,Yellow,No,10,1974,Marvel
Slifer,Earth-616,Bad,Male,Red,No,10,1974,Marvel
Rhomann Dey,Earth-616,Good,Male,Blue,Black,10,1976,Marvel
Yuri Petrovitch,Earth-616,Bad,Male,Blue,Black,10,1976,Marvel
Kerwin Korman,Earth-616,Bad,Male,Yellow,Black,10,1977,Marvel
Chip Martin,Earth-616,Neutral,Male,Blue,Brown,10,1979,Marvel
Yu-Huang,Earth-616,Good,Male,Brown,Black,10,1980,Marvel
Indries Moomji,Earth-616,Bad,Female,Black,Black,10,1982,Marvel
Edward Cobert,Earth-616,Bad,Male,Blue,Bald,10,1983,Marvel
Ian McNee,Earth-616,Good,Male,Blue,Blond,10,1983,Marvel
Michael Silk,Earth-616,Good,Male,Pink,White,10,1983,Marvel
Naze,Earth-616,Good,Male,Brown,Black,10,1984,Marvel
Alice Nugent,Earth-616,Bad,Female,Blue,Blond,10,1985,Marvel
Elizabeth Guthrie,Earth-616,Good,Female,Blue,Blond,10,1986,Marvel
Nicholas Grossman,Earth-616,Bad,Male,Brown,Brown,10,1986,Marvel
Grog,Earth-616,Bad,Male,Brown,Black,10,1988,Marvel
Pamela Shaw,Earth-616,Good,Female,Brown,Brown,10,1988,Marvel
Punchout,Earth-616,Bad,Female,Brown,Brown,10,1988,Marvel
Scab,"Tim,Earth-616",Bad,Male,Blue,Blond,10,1988,Marvel
Toko,Earth-616,Bad,Female,Grey,Black,10,1988,Marvel
Trista,Earth-616,Bad,Female,Blue,Blond,10,1988,Marvel
Wipeout,Earth-616,Bad,Male,Blue,White,10,1988,Marvel
Muzzafar Lambert,Earth-616,Bad,Male,Brown,Black,10,1989,Marvel
Leeann Foreman,Earth-616,Bad,Female,Blue,Blond,10,1990,Marvel
Sean Watanabe,Earth-616,Good,Male,Brown,Black,10,1990,Marvel
Angela Golden,Earth-616,Bad,Female,Blue,Blond,10,1991,Marvel
Diego Casseas,Earth-616,Bad,Male,Brown,Black,10,1991,Marvel
Joss Shappe,Earth-616,Bad,Male,Brown,Brown,10,1991,Marvel
Su Yin,Earth-616,Good,Female,Green,Black,10,1991,Marvel
Mikal Drakonmegas,Earth-616,Good,Male,Green,Red,10,1992,Marvel
Occulus,Earth-616,Bad,Male,Black,Black,10,1992,Marvel
Perez,Earth-616,Good,Male,Brown,Black,10,1992,Marvel
Diabolique,Earth-616,Bad,Female,Brown,Blond,10,1993,Marvel
Gregory Terraerton,Earth-616,Bad,Male,Yellow,No,10,1993,Marvel
Rayna Piper,Earth-616,Bad,Female,Brown,Black,10,1993,Marvel
Bellam,Earth-616,Good,Male,Red,Black,10,1994,Marvel
Shigeru Ezaki,"Clone,Earth-616",Good,Male,Brown,Black,10,1994,Marvel
Ann Herd,Earth-616,Bad,Female,Blue,Black,10,1995,Marvel
Roust,Earth-616,Neutral,Male,Brown,Blond,10,1996,Marvel
Ajax,"Francis,Earth-616",Bad,Male,Brown,Black,10,1998,Marvel
Lavinia LeBlanc,Earth-616,Neutral,Female,Grey,Grey,10,1998,Marvel
Astra,"Mutant,Earth-616",Bad,Female,Blue,Black,10,1999,Marvel
Samantha Dunbar,"Heroes Reborn,Earth-616",Good,Female,Blue,Brown,10,1900,Marvel
Darian Elliott,Earth-616,Good,Male,Brown,Black,10,1901,Marvel
Fiona Knoblach,Earth-616,Bad,Female,Green,Red,10,1901,Marvel
Wayne Markley,Earth-616,Bad,Male,Brown,Brown,10,1901,Marvel
Agent Pratt,Earth-616,Bad,Male,Red,Bald,10,1902,Marvel
Black Swan,Earth-616,Bad,Male,Brown,Brown,10,1902,Marvel
Elizabeth Bondi,Earth-616,Good,Female,Brown,Red,10,1902,Marvel
Maureen Lyszinski,Earth-616,Neutral,Female,Brown,Black,10,1902,Marvel
Sandra Verdugo,Earth-616,Neutral,Female,Brown,Black,10,1902,Marvel
Shathra,Earth-616,Bad,Female,White,Black,10,1902,Marvel
Chamayra Ortega,Earth-616,Good,Female,Brown,Brown,10,1904,Marvel
Fallen One,"Herald,Earth-616",Bad,Male,White,Blue,10,1904,Marvel
John Zander,Earth-616,Neutral,Male,Blue,Blond,10,1904,Marvel
Charles Weiderman,Earth-616,Neutral,Male,Blue,Blond,10,1905,Marvel
Rebbecca Kaplan,Earth-616,Good,Female,Brown,Brown,10,1905,Marvel
Sarah Kinney,Earth-616,Neutral,Female,Green,Black,10,1905,Marvel
Curtis Doyle,Earth-616,Good,Male,Black,Blond,10,1906,Marvel
Lucas Cross,Earth-616,Bad,Male,Brown,Bald,10,1906,Marvel
John Maddox,Earth-616,Good,Male,Brown,Brown,10,1907,Marvel
Artume,Earth-616,Bad,Female,Blue,Blond,10,1908,Marvel
Fraktur,Earth-616,Good,Female,Yellow,No,10,1908,Marvel
Bentley Newton,Earth-616,Bad,Male,Brown,Brown,10,1909,Marvel
Isaac Newton,Earth-616,Neutral,Male,Blue,Grey,10,1910,Marvel
Jacob Feinman,Earth-616,Neutral,Male,Blue,Bald,10,1910,Marvel
Leonid,Earth-616,Good,Male,Blue,Blond,10,1910,Marvel
Donna Kiel,Earth-616,Neutral,Female,Green,Blond,10,1911,Marvel
Harper Simmons,Earth-616,Good,Male,Blue,Brown,10,1911,Marvel
Hydra Queen,"Grace,Earth-616",Bad,Female,Green,Brown,10,1911,Marvel
Inka,Earth-616,Good,Female,Red,Black,10,1911,Marvel
Sanjay,Earth-616,Good,Male,Red,Blond,10,1911,Marvel
Splitlip,Earth-616,Good,Male,Brown,Grey,10,1911,Marvel
Wade Wilson,"Evil Deadpool,Earth-616",Bad,Male,White,Red,10,1911,Marvel
Caroline le Fay,Earth-616,Bad,Female,Black,Grey,10,1913,Marvel
Eimin Worthington,Earth-616,Bad,Female,No,Bald,10,1913,Marvel
Uriel Worthington,Earth-616,Bad,Male,Red,Bald,10,1913,Marvel
Leonard Gade,Earth-616,Good,Male,Blue,Brown,9,1940,Marvel
Merzah,Earth-616,Good,Male,Green,Grey,9,1940,Marvel
Dan Kane,Earth-616,Good,Male,Blue,Bald,9,1941,Marvel
Gitche Manitou,Earth-616,Good,Male,Brown,Black,9,1951,Marvel
Harry Sikes,Earth-616,Neutral,Male,Brown,Brown,9,1953,Marvel
Grottu,Earth-616,Bad,Male,Black,Bald,9,1960,Marvel
Charles Stanton,Earth-616,Bad,Male,Brown,Black,9,1962,Marvel
Buri,"Asgardian,Earth-616",Good,Male,Blue,Variable,9,1963,Marvel
Jason Cragg,Earth-616,Bad,Male,Brown,Brown,9,1963,Marvel
Wilhelm van Vile,Earth-616,Bad,Male,Brown,Brown,9,1963,Marvel
Vuk,Earth-616,Neutral,Male,White,Green,9,1964,Marvel
Sharon Xavier,Earth-616,Good,Female,Blue,Blond,9,1965,Marvel
Lyan,Earth-616,Good,Male,Green,Brown,9,1966,Marvel
Seeker,"Inhuman,Earth-616",Bad,Male,White,Black,9,1966,Marvel
Tom Regal,Earth-616,Bad,Male,Brown,Brown,9,1967,Marvel
Trung Tuan,Earth-616,Bad,Male,Brown,Black,9,1967,Marvel
Robert Chalmers,Earth-616,Bad,Male,Brown,Brown,9,1969,Marvel
Slave Master,Earth-616,Bad,Male,Green,No,9,1969,Marvel
Brett Sabre,Earth-616,Good,Male,Blue,Blond,9,1970,Marvel
Grand Vizier,"Polemachus,Earth-616",Good,Male,Brown,Bald,9,1970,Marvel
Melvin Scarbo,Earth-616,Bad,Male,Brown,Bald,9,1970,Marvel
Franklin Armstrong Schist,Earth-616,Bad,Male,Blue,Black,9,1973,Marvel
Sui-San,Earth-616,Neutral,Female,Green,Black,9,1973,Marvel
Turac,Earth-616,Bad,Male,Red,Bald,9,1973,Marvel
Roscoe Simons,Earth-616,Good,Male,Blue,Brown,9,1974,Marvel
William Turner,Earth-616,Neutral,Male,Brown,Brown,9,1974,Marvel
Arides,Earth-616,Bad,Male,Amber,Black,9,1976,Marvel
Utgard-Loki,Earth-616,Bad,Male,Blue,White,9,1978,Marvel
Virako,Earth-616,Good,Male,Blue,Red,9,1978,Marvel
Clifford Michaels,Earth-616,Bad,Male,Blue,Black,9,1980,Marvel
Dherk,Earth-616,Bad,Male,Brown,Brown,9,1981,Marvel
Tom\u00e1s Ram\u00edrez,Earth-616,Bad,Male,Brown,Bald,9,1982,Marvel
Maraud,Earth-616,Bad,Female,Yellow,No,9,1984,Marvel
Baba Yaga,Earth-616,Bad,Female,Red,Green,9,1985,Marvel
Cybele,Earth-616,Good,Female,Blue,Strawberry Blond,9,1985,Marvel
O.Z. Chase,Earth-616,Good,Male,Black,White,9,1985,Marvel
Piper,"Morlock,Earth-616",Neutral,Male,Blue,Grey,9,1985,Marvel
Glynis Zarkov,Earth-616,Good,Female,Green,Strawberry Blond,9,1986,Marvel
Ilya Zarkov,Earth-616,Good,Male,Blue,Brown,9,1986,Marvel
Urthona,Earth-616,Bad,Male,Orange,No,9,1986,Marvel
Bill,"Lobster,Earth-616",Good,Male,Green,No,9,1987,Marvel
Cort Zo Tinnus,Earth-616,Neutral,Male,Black,Orange,9,1987,Marvel
Alex,"Inferno Baby,Earth-616",Bad,Male,Purple,No,9,1988,Marvel
Crotus,Earth-616,Bad,Male,Yellow,Blue,9,1988,Marvel
Dei Guan,Earth-616,Good,Male,Brown,Black,9,1988,Marvel
Gerald Stone,Earth-616,Bad,Male,Blue,Blond,9,1988,Marvel
Infectia,"Josephine,Earth-616",Bad,Female,Brown,Black,9,1988,Marvel
Kwaku Anansi,Earth-616,Good,Male,Brown,Black,9,1988,Marvel
Shauna,Earth-616,Bad,Female,Brown,Black,9,1988,Marvel
Danielle Forte,Earth-616,Bad,Female,Pink,No,9,1990,Marvel
Jorrma,Earth-616,Neutral,Male,Brown,Blond,9,1990,Marvel
Purple Hayes,Earth-616,Good,Female,Blue,Brown,9,1990,Marvel
Allen Marc Yuric,Earth-616,Bad,Male,Brown,Brown,9,1991,Marvel
Argus LaVecchio,Earth-616,Good,Male,Blue,Brown,9,1991,Marvel
Markus Ettlinger,Earth-616,Good,Male,Blue,Black,9,1991,Marvel
Nadia Dornova,Earth-616,Neutral,Female,Blue,Blond,9,1991,Marvel
Norman Harrison,Earth-616,Bad,Male,Brown,Brown,9,1991,Marvel
Anthony Grant,Earth-616,Bad,Male,White,No,9,1992,Marvel
Dargin Bokk,Earth-616,Bad,Male,Red,Black,9,1992,Marvel
Dwarf,Earth-616,Bad,Male,Black,Black,9,1992,Marvel
Marlene McKenna,Earth-616,Good,Female,Blue,Blond,9,1992,Marvel
Darklore,Earth-616,Good,Male,Blue,White,9,1993,Marvel
William Hastings,Earth-616,Good,Male,Blue,Black,9,1993,Marvel
Advisor,Earth-616,Bad,Male,Brown,Black,9,1994,Marvel
Carlos Cruz,Earth-616,Good,Male,Brown,Black,9,1994,Marvel
Cartier St. Croix,Earth-616,Good,Male,Brown,Brown,9,1994,Marvel
Doris Jacquet,Earth-616,Good,Female,Green,Brown,9,1994,Marvel
Foundry,"Avatars,Earth-616",Bad,Male,Orange,No,9,1994,Marvel
Kateri Deseronto,Earth-616,Bad,Female,Blue,Black,9,1994,Marvel
Talos,Earth-616,Neutral,Male,Green,No,9,1994,Marvel
Eelak,Earth-616,Good,Male,Yellow,Black,9,1995,Marvel
Amora,"Heroes Reborn,Earth-616",Bad,Female,Green,Yellow,9,1996,Marvel
Cary St. Lawrence,Earth-616,Good,Female,Brown,Black,9,1996,Marvel
Aria,Earth-616,Good,Female,White,Purple,9,1999,Marvel
Bounty,"Humanoid,Earth-616",Neutral,Female,Brown,Black,9,1999,Marvel
Pagan,Earth-616,Bad,Male,Red,Black,9,1999,Marvel
Amanda Mueller,Earth-616,Bad,Female,Brown,White,9,1900,Marvel
Ameiko Sabuki,Earth-616,Good,Female,Black,Black,9,1900,Marvel
Elite,"Vigilante Squad,Earth-616",Good,Male,Blue,Blond,9,1900,Marvel
Hector Ridondo,Earth-616,Good,Male,Black,Black,9,1900,Marvel
Maguire Beck,Earth-616,Bad,Female,Hazel,Brown,9,1901,Marvel
Sharon Ginsberg,Earth-616,Neutral,Female,Blue,Brown,9,1902,Marvel
Dallas Gibson,Earth-616,Good,Male,Blue,Blond,9,1903,Marvel
Elizabeth Kendal,Earth-616,Neutral,Female,Brown,Blond,9,1903,Marvel
Gail Collins,Earth-616,Good,Female,Blue,Blond,9,1903,Marvel
Henry Pierce,Earth-616,Neutral,Male,Blue,Grey,9,1903,Marvel
Robbie Rodriguez,Earth-616,Good,Male,Brown,Brown,9,1903,Marvel
Edward Mulligan,Earth-616,Neutral,Male,Brown,No,9,1904,Marvel
Edward Tancredi,Earth-616,Good,Male,Green,Red,9,1904,Marvel
Hanna Levy,Earth-616,Good,Female,Blue,Black,9,1904,Marvel
Mark Sheppard,Earth-616,Good,Male,Blue,Black,9,1904,Marvel
Native,Earth-616,Good,Female,Brown,Brown,9,1904,Marvel
Gabriel Vargas,Earth-616,Good,Male,Blue,Black,9,1905,Marvel
Hunter,"Pride,Earth-616",Neutral,Male,Blue,Black,9,1905,Marvel
Megan Kinney,Earth-616,Neutral,Female,Green,Blond,9,1905,Marvel
Micah,Earth-616,Bad,Male,Variable,Variable,9,1905,Marvel
Stretch,Earth-616,Neutral,Male,Hazel,Brown,9,1905,Marvel
Adam Harkins,Earth-616,Bad,Male,Green,Red,9,1906,Marvel
Cru,Earth-616,Good,Female,Red,White,9,1906,Marvel
Dirk Anger,Earth-616,Neutral,Male,Blue,Brown,9,1906,Marvel
Jeremiah Muldoon,Earth-616,Good,Male,Black,Bald,9,1906,Marvel
Kerberos,Earth-616,Good,Male,Black,Brown,9,1906,Marvel
Leon Murtaugh,Earth-616,Bad,Male,Brown,Bald,9,1907,Marvel
Blackagar Boltagon,"Skrull,Earth-616",Bad,Male,Green,No,9,1908,Marvel
Freak,"Vagrant,Earth-616",Bad,Male,Blue,No,9,1908,Marvel
James Madrox,"Cortex,Earth-616",Bad,Male,Blue,Brown,9,1908,Marvel
Bouncing Betty,Earth-616,Bad,Female,Blue,Blond,9,1909,Marvel
Lobe,Earth-616,Bad,Male,Black,Black,9,1909,Marvel
Unspoken,Earth-616,Neutral,Male,Grey,Grey,9,1909,Marvel
Founder,"Red Right Hand,Earth-616",Bad,Male,Brown,White,9,1910,Marvel
Ninja,"Red Right Hand,Earth-616",Bad,Female,Black,Black,9,1910,Marvel
Old Woman,"Red Right Hand,Earth-616",Bad,Female,Blue,White,9,1910,Marvel
Son,"Red Right Hand,Earth-616",Bad,Male,Brown,Brown,9,1910,Marvel
William Downing,Earth-616,Bad,Male,Brown,Grey,9,1910,Marvel
Xarus,Earth-616,Bad,Male,Red,Blond,9,1910,Marvel
Amanda von Doom,Earth-616,Neutral,Female,Brown,Black,9,1911,Marvel
Sanjar Javeed,Earth-616,Neutral,Male,Black,Bald,9,1911,Marvel
Winsor,Earth-616,Bad,Male,Blue,Black,9,1911,Marvel
Joelle,Earth-616,Good,Female,Blue,Black,9,1912,Marvel
Sigurd,"Bor,Earth-616",Good,Male,Brown,Black,9,1912,Marvel
Weapon III,Earth-616,Bad,Male,Red,Bald,9,1912,Marvel
Agent Gorman,Earth-616,Bad,Male,Brown,Brown,9,1913,Marvel
Carrie,"Nova,Earth-616",Good,Female,Blue,Black,9,1913,Marvel
Charles Cotta,Earth-616,Good,Male,Hazel,Brown,9,1913,Marvel
Marvex the Super-Robot,Earth-616,Good,Male,Grey,No,8,1940,Marvel
Albert Jones,Earth-616,Good,Male,Brown,Black,8,1942,Marvel
John Watkins,Earth-616,Good,Male,Brown,Brown,8,1942,Marvel
Rusty Randolph,Earth-616,Good,Male,Blue,Auburn,8,1949,Marvel
Philip Wing,Earth-616,Bad,Male,White,Bald,8,1954,Marvel
Droom,Earth-616,Bad,Male,Black,No,8,1960,Marvel
Orrgo,Earth-616,Bad,Male,White,No,8,1961,Marvel
Rorgg,Earth-616,Bad,Male,Red,No,8,1961,Marvel
Benjamin Grimm,"Skrull, Cow,Earth-616",Bad,Male,Green,No,8,1962,Marvel
Jonathan Storm,"Skrull, Cow,Earth-616",Bad,Male,Green,No,8,1962,Marvel
Reed Richards,"Skrull, Cow,Earth-616",Bad,Male,Green,No,8,1962,Marvel
Blackie Gaxton,Earth-616,Bad,Male,Brown,Black,8,1964,Marvel
Infant Terrible,Earth-616,Neutral,Male,Green,No,8,1964,Marvel
Oshtur,Earth-616,Good,Female,Variable,Variable,8,1964,Marvel
Gregson Gilbert,Earth-616,Good,Male,Brown,Brown,8,1965,Marvel
Caldwell Rozza,Earth-616,Bad,Male,White,Bald,8,1967,Marvel
Krimonn,Earth-616,Bad,Male,Green,No,8,1969,Marvel
Super-Humanoid,Earth-616,Bad,Male,White,No,8,1969,Marvel
Valeria,"Latverian,Earth-616",Neutral,Female,Blue,Black,8,1969,Marvel
Yeti,"Inhuman,Earth-616",Neutral,Male,Red,White,8,1970,Marvel
Richard Janus,Earth-616,Bad,Male,Brown,Brown,8,1971,Marvel
Bi-Beast,Earth-616,Bad,Male,Black,No,8,1973,Marvel
Xorr the God-Jewel,Earth-616,Bad,Male,Red,No,8,1973,Marvel
Dude Jensen,Earth-616,Bad,Male,Blue,Black,8,1974,Marvel
Jean Claude Pennysworth,Earth-616,Bad,Male,Brown,Black,8,1974,Marvel
Ronald English,Earth-616,Bad,Male,Red,Bald,8,1976,Marvel
Laralei,Earth-616,Neutral,Female,Blue,Black,8,1977,Marvel
Nigel Pigman,Earth-616,Bad,Male,Brown,Brown,8,1977,Marvel
Geri,Earth-616,Good,Male,Red,Grey,8,1978,Marvel
Gladstone Hawkins,Earth-616,Good,Male,Blue,Brown,8,1978,Marvel
Lady Lotus,Earth-616,Bad,Female,Brown,Black,8,1979,Marvel
Steven Coffin,Earth-616,Good,Male,Blue,Brown,8,1979,Marvel
Bel-Dann,Earth-616,Bad,Male,White,Black,8,1980,Marvel
Dolly Donahue,Earth-616,Good,Female,Blue,White,8,1980,Marvel
Jill Stevens,Earth-616,Good,Female,Brown,Brown,8,1980,Marvel
Avarrish,Earth-616,Bad,Male,White,No,8,1981,Marvel
Jonathan Darque,Earth-616,Bad,Male,Blue,Brown,8,1981,Marvel
Manfred Haller,Earth-616,Bad,Male,Brown,Blond,8,1981,Marvel
Franz Mittelstaedt,Earth-616,Good,Male,Blue,Brown,8,1982,Marvel
Martha Lund,Earth-616,Good,Female,Green,Grey,8,1982,Marvel
Sophie Lund,Earth-616,Good,Female,Blue,Grey,8,1982,Marvel
Wal Rus,Earth-616,Good,Male,Black,Brown,8,1982,Marvel
Ernest St. Ives,Earth-616,Bad,Male,Grey,Black,8,1984,Marvel
Maria Rambeau,Earth-616,Good,Female,Brown,Grey,8,1984,Marvel
Yorgon Tykkio,Earth-616,Bad,Male,Brown,Red,8,1985,Marvel
Derek Freeman,Earth-616,Good,Male,Brown,Black,8,1986,Marvel
Wendy Sherman,Earth-616,Neutral,Female,Blue,White,8,1986,Marvel
David Stack,Earth-616,Good,Male,Blue,Blond,8,1987,Marvel
Jonathan Gallagher,Earth-616,Bad,Male,Brown,Brown,8,1987,Marvel
Ani-Mator,Earth-616,Bad,Male,Blue,Bald,8,1988,Marvel
Bob,"Inferno Baby,Earth-616",Bad,Male,Blue,Bald,8,1988,Marvel
Jacob Eichorn,Earth-616,Bad,Male,Hazel,Brown,8,1988,Marvel
Maw,"Inferno Baby,Earth-616",Bad,Male,Brown,No,8,1988,Marvel
Jody Putt,Earth-616,Bad,Male,Brown,Brown,8,1989,Marvel
Jun Tenta,Earth-616,Bad,Male,Brown,Black,8,1990,Marvel
Tyler Meagher,Earth-616,Neutral,Female,Blue,Brown,8,1990,Marvel
Werner von Strucker,Earth-616,Bad,Male,Blue,Blond,8,1990,Marvel
Anne Marie Cortez,Earth-616,Bad,Female,Black,Blue,8,1991,Marvel
Aundray Phelps,Earth-616,Good,Male,Brown,Black,8,1991,Marvel
LaHoya Scripps,Earth-616,Good,Female,Blue,Blond,8,1991,Marvel
Wyndell Dickinson,Earth-616,Bad,Male,Brown,Black,8,1991,Marvel
Crule,Earth-616,Bad,Male,White,Orange,8,1992,Marvel
